,phases,windings,wdg,bus,conn,kV,kVA,tap,%R,Rneut,Xneut,buses,conns,kVs,kVAs,taps,XHL,XHT,XLT,Xscarray,thermal,n,m,flrise,hsrise,%loadloss,%noloadloss,normhkVA,emerghkVA,sub,MaxTap,MinTap,NumTaps,subname,%imag,ppm_antifloat,%Rs,bank,XfmrCode,XRConst,X12,X13,X23,LeadLag,WdgCurrents,Core,RdcOhms,Seasons,Ratings,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Transformer.tr(r:rdt2203-rdt2203lv),1,3,3,rdt2203lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2203.1', 'rdt2203lv.1.0', 'rdt2203lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3229428, (-27.321), 9.427728, (151.88), 9.425579, (151.91), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt2204-rdt2204lv),1,3,3,rdt2204lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2204.3', 'rdt2204lv.1.0', 'rdt2204lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.5223767, (92.919), 15.21769, (-87.936), 15.21353, (-87.904), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2205-rdt2205lv),1,3,3,rdt2205lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2205.3', 'rdt2205lv.1.0', 'rdt2205lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1355556, (92.059), 3.80766, (-89.944), 3.807194, (-89.935), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt2206-rdt2206lv),1,3,3,rdt2206lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt2206.3', 'rdt2206lv.1.0', 'rdt2206lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.7975442, (108.92), 23.14175, (-71.437), 23.13958, (-71.41), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt2207-rdt2207lv),1,3,3,rdt2207lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt2207.3', 'rdt2207lv.1.0', 'rdt2207lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.636885, (110.72), 48.32075, (-69.436), 48.31355, (-69.382), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt2208-rdt2208lv),1,3,3,rdt2208lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt2208.2', 'rdt2208lv.1.0', 'rdt2208lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.6454401, (-128.07), 18.57162, (51.619), 18.57042, (51.641), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt2209-rdt2209lv),1,3,3,rdt2209lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt2209.1', 'rdt2209lv.1.0', 'rdt2209lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"2.452362, (-7.2063), 72.78539, (172.69), 72.77349, (172.77), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt2210-rdt2210lv),3,2,2,rdt2210lv,wye ,0.48,75,1,0.87204,-1,0,"['rdt2210', 'rdt2210lv']","['wye', 'wye']","['12.47', '0.48']","['75', '75']","['1', '1']",3.24,35,30,['3.24'],2,.8,.8,65,15,1.74408,0.6,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.87204', '0.87204']",,,NO,3.24,35,30,Lag,"0.1713485, (-9.8511), 3.899374, (168.92), 0.171238, (-129.73), 3.895463, (49.037), 0.1711905, (110.3), 3.894226, (-70.93), ",shell,0.007590236,1,['1100'],3.8197,5.2087,0.007,100,36,60,True,
Transformer.tr(r:rdt2211-rdt2211lv),1,3,3,rdt2211lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt2211.2', 'rdt2211lv.1.0', 'rdt2211lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.8154583, (-127.05), 23.6707, (52.736), 23.66916, (52.763), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt2212-rdt2212lv),1,3,3,rdt2212lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2212.2', 'rdt2212lv.1.0', 'rdt2212lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.5748649, (-129.7), 16.74387, (50.026), 16.7418, (50.064), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2228-rdt2228lv),1,3,3,rdt2228lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2228.1', 'rdt2228lv.1.0', 'rdt2228lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.08596175, (-27.166), 2.325798, (149.72), 2.325594, (149.72), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt2229-rdt2229lv),1,3,3,rdt2229lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2229.1', 'rdt2229lv.1.0', 'rdt2229lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1089108, (-26.887), 3.01291, (150.73), 3.012595, (150.74), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt2230-rdt2230lv),1,3,3,rdt2230lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2230.2', 'rdt2230lv.1.0', 'rdt2230lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.7908194, (-145.94), 23.27997, (33.526), 23.2707, (33.576), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2231-rdt2231lv),1,3,3,rdt2231lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2231.3', 'rdt2231lv.1.0', 'rdt2231lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.08929598, (90.738), 2.43078, (-92.478), 2.430555, (-92.472), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt2232-rdt2232lv),1,3,3,rdt2232lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2232.3', 'rdt2232lv.1.0', 'rdt2232lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.3569556, (91.411), 10.27219, (-89.887), 10.27009, (-89.864), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2233-rdt2233lv),1,3,3,rdt2233lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2233.1', 'rdt2233lv.1.0', 'rdt2233lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.6819608, (-20.24), 19.99411, (159.27), 19.98851, (159.32), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2234-rdt2234lv),1,3,3,rdt2234lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2234.1', 'rdt2234lv.1.0', 'rdt2234lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.0499356, (-18.972), 1.229257, (156.9), 1.229195, (156.9), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt2235-rdt2235lv),1,3,3,rdt2235lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2235.1', 'rdt2235lv.1.0', 'rdt2235lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3286268, (-28.283), 9.607241, (150.92), 9.60487, (150.95), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt2236-rdt2236lv),1,3,3,rdt2236lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2236.1', 'rdt2236lv.1.0', 'rdt2236lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3837382, (-28.492), 11.26144, (150.82), 11.25826, (150.85), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt2237-rdt2237lv),1,3,3,rdt2237lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2237.1', 'rdt2237lv.1.0', 'rdt2237lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.5572976, (-29.223), 16.28634, (149.94), 16.28106, (149.97), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2238-rdt2238lv),1,3,3,rdt2238lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt2238.3', 'rdt2238lv.1.0', 'rdt2238lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.7973719, (91.271), 23.23714, (-89.639), 23.23194, (-89.614), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt2239-rdt2239lv),1,3,3,rdt2239lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2239.3', 'rdt2239lv.1.0', 'rdt2239lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.2078351, (89.265), 5.988932, (-92.108), 5.987832, (-92.094), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt2240-rdt2240lv),1,3,3,rdt2240lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2240.3', 'rdt2240lv.1.0', 'rdt2240lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.4133835, (90.192), 11.97009, (-90.971), 11.96713, (-90.945), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2241-rdt2241lv),1,3,3,rdt2241lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2241.3', 'rdt2241lv.1.0', 'rdt2241lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.3492391, (109.86), 9.986782, (-70.605), 9.985926, (-70.58), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2242-rdt2242lv),1,3,3,rdt2242lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2242.3', 'rdt2242lv.1.0', 'rdt2242lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.1761049, (93.327), 4.840151, (-89.244), 4.83969, (-89.233), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2243-rdt2243lv),1,3,3,rdt2243lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2243.1', 'rdt2243lv.1.0', 'rdt2243lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1190981, (-28.887), 3.323134, (148.79), 3.322751, (148.8), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt2244-rdt2244lv),1,3,3,rdt2244lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt2244.2', 'rdt2244lv.1.0', 'rdt2244lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.083502, (-148.95), 31.82425, (30.371), 31.81452, (30.404), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt2245-rdt2245lv),1,3,3,rdt2245lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2245.1', 'rdt2245lv.1.0', 'rdt2245lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.4619116, (-29.331), 13.42445, (149.65), 13.42085, (149.68), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2246-rdt2246lv),1,3,3,rdt2246lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2246.1', 'rdt2246lv.1.0', 'rdt2246lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.384361, (-15.223), 41.05903, (164.56), 41.04168, (164.65), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2247-rdt2247lv),1,3,3,rdt2247lv.0.2,wye ,0.12,75,1,0.33284,-1,0,"['rdt2247.1', 'rdt2247lv.1.0', 'rdt2247lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['75', '75', '75']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.49926,0.38,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.16642', '0.33284', '0.33284']",,,NO,2.4,1.6,2.4,Lag,"3.916855, (-11.875), 116.3455, (167.97), 116.3111, (168.06), ",shell,0.0005431949,1,['1100'],11.458,15.625,0.007,100,36,60,True,
Transformer.tr(r:rdt2248-rdt2248lv),1,3,3,rdt2248lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt2248.2', 'rdt2248lv.1.0', 'rdt2248lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.238922, (-148.49), 36.48492, (30.925), 36.47243, (30.963), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt2249-rdt2249lv),1,3,3,rdt2249lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2249.2', 'rdt2249lv.1.0', 'rdt2249lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.6310785, (-149.35), 18.50021, (29.898), 18.49344, (29.936), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2250-rdt2250lv),1,3,3,rdt2250lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt2250.3', 'rdt2250lv.1.0', 'rdt2250lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.152375, (111.95), 33.79548, (-68.242), 33.79193, (-68.203), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt2251-rdt2251lv),1,3,3,rdt2251lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt2251.1', 'rdt2251lv.1.0', 'rdt2251lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.644675, (-28.457), 48.6604, (151.09), 48.63831, (151.14), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt2252-rdt2252lv),1,3,3,rdt2252lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2252.3', 'rdt2252lv.1.0', 'rdt2252lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.6825421, (92.104), 20.03825, (-88.561), 20.03071, (-88.519), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2253-rdt2253lv),1,3,3,rdt2253lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2253.3', 'rdt2253lv.1.0', 'rdt2253lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1662597, (92.511), 4.73363, (-89.053), 4.732948, (-89.041), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt2254-rdt2254lv),1,3,3,rdt2254lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2254.2', 'rdt2254lv.1.0', 'rdt2254lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.2866263, (-148.7), 8.162722, (29.661), 8.16137, (29.679), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2255-rdt2255lv),1,3,3,rdt2255lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2255.2', 'rdt2255lv.1.0', 'rdt2255lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.290759, (-123.36), 38.22797, (56.569), 38.22439, (56.656), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2256-rdt2256lv),1,3,3,rdt2256lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2256.3', 'rdt2256lv.1.0', 'rdt2256lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.3176956, (90.849), 9.096473, (-90.647), 9.0948, (-90.627), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2257-rdt2257lv),1,3,3,rdt2257lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2257.2', 'rdt2257lv.1.0', 'rdt2257lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.331064, (-134.34), 39.45623, (45.455), 39.44132, (45.542), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
