hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
44, 0.00000, 1052.43, 16.0253, 1039.33, 16.6955, 1056.67, 15.8071
44, 900.00000, 960.262, 16.0547, 962.299, 16.5323, 957.893, 15.891
44, 1800.00000, 968.227, 15.6637, 992.733, 16.1571, 982.952, 15.5725
44, 2700.00000, 971.575, 15.6332, 996.299, 15.9847, 975.908, 15.783
45, 0.00000, 972.259, 15.7964, 990.233, 16.1273, 972.631, 15.9214
45, 900.00000, 924.559, 16.1566, 928.92, 16.4526, 911.698, 16.0749
45, 1800.00000, 990.42, 16.8028, 981.875, 17.1098, 978.881, 16.6334
45, 2700.00000, 1020.11, 17.5446, 970.516, 17.4723, 1001.31, 17.0715
46, 0.00000, 1023.49, 17.1497, 985.163, 17.2017, 1025.86, 16.5521
46, 900.00000, 922.675, 16.6597, 892.928, 16.919, 929.481, 15.9017
46, 1800.00000, 914.664, 16.6759, 863.959, 16.781, 904.989, 15.687
46, 2700.00000, 896.135, 16.6274, 840.424, 16.6115, 902.162, 15.7666
47, 0.00000, 867.428, 16.4632, 819.802, 16.3515, 872.437, 15.4159
47, 900.00000, 758.391, 16.4433, 750.395, 16.5174, 770.391, 15.5766
47, 1800.00000, 745.637, 16.0404, 731.349, 16.0618, 761.544, 15.2887
47, 2700.00000, 759.404, 16.2468, 739.012, 16.1992, 748.602, 15.3822
48, 0.00000, 779.089, 16.4654, 769.431, 16.6009, 758.487, 15.5755
48, 900.00000, 738.258, 15.6487, 730.036, 15.8769, 727.579, 14.9059
48, 1800.00000, 698.744, 15.0679, 689.181, 15.1513, 713.707, 14.4596
48, 2700.00000, 693.66, 14.9329, 680.297, 14.9449, 714.935, 14.4024
49, 0.00000, 696.936, 14.9688, 689.691, 15.0774, 711.023, 14.3252
49, 900.00000, 643.358, 16.429, 644.25, 16.3875, 632.631, 16.1796
49, 1800.00000, 633.199, 16.4205, 631.203, 16.6062, 618.355, 16.4513
49, 2700.00000, 633.26, 16.2092, 632.183, 16.4154, 618.478, 16.1795
50, 0.00000, 661.111, 16.5102, 657.931, 16.6535, 634.895, 16.2763
50, 900.00000, 662.936, 16.2394, 665.676, 16.4434, 644.761, 16.2288
50, 1800.00000, 658.189, 15.9982, 656.781, 16.1155, 637.611, 15.8767
50, 2700.00000, 629.853, 15.1307, 615.4, 15.1351, 614.655, 15.2022
51, 0.00000, 637.487, 15.0709, 620.429, 14.9223, 631.29, 15.0943
51, 900.00000, 637.611, 15.1869, 605.578, 15.0281, 624.266, 15.0009
51, 1800.00000, 628.72, 14.7951, 601.928, 14.7802, 620.16, 14.6894
51, 2700.00000, 635.534, 14.8125, 610.232, 14.7686, 626.537, 14.6544
52, 0.00000, 652.928, 14.9309, 626.993, 14.8182, 640.505, 14.6807
52, 900.00000, 658.572, 14.9178, 633.673, 14.8285, 643.164, 14.6868
52, 1800.00000, 655.21, 14.7905, 634.958, 14.7782, 644.143, 14.6359
52, 2700.00000, 683.925, 15.141, 655.754, 14.9404, 664.643, 14.8525
53, 0.00000, 743.14, 15.8833, 701.865, 15.497, 706.465, 15.3597
53, 900.00000, 744.869, 15.3065, 705.237, 15.0874, 723.029, 14.9417
53, 1800.00000, 734.585, 14.7701, 704.852, 14.7596, 718.165, 14.5218
53, 2700.00000, 803.826, 15.5068, 754.873, 15.0588, 767.19, 15.0044
54, 0.00000, 813.416, 15.7068, 791.397, 15.4996, 777.828, 15.1613
54, 900.00000, 877.838, 15.5099, 884.691, 15.9542, 845.347, 15.315
54, 1800.00000, 944.901, 16.2331, 946.184, 16.4733, 896.085, 15.8971
54, 2700.00000, 1002.36, 16.19, 1008.69, 16.5162, 962.848, 16.0553
55, 0.00000, 1013.83, 16.2868, 1003.98, 16.6485, 964.409, 16.0413
55, 900.00000, 1057.34, 17.167, 1054.33, 17.4676, 1005.6, 16.8293
55, 1800.00000, 1021.35, 17.3766, 1014.42, 17.6885, 987.358, 16.8946
55, 2700.00000, 1045.16, 16.7235, 1052, 17.3549, 1035, 16.3898
56, 0.00000, 1015.54, 16.8578, 1027.43, 17.5244, 1018.88, 16.6614
56, 900.00000, 1039.96, 17.5734, 1064.99, 18.3475, 1048.11, 17.3769
